timestamp,operating_mode,cycle_id,ambient_temperature,tank_pressure,tank_temperature,compressor_power,turbine_power,mass_flow
2026-01-01 00:00:00,STANDBY,1,20.0,250.2463570765056,25.02365845161685,0.0,0.0,0.0
2026-01-01 00:00:10,STANDBY,1,20.00109089388889,249.92686784941438,25.068078354923358,0.0,0.0,0.0
2026-01-01 00:00:20,STANDBY,1,20.002181787633535,250.3178442690503,25.028734031179088,0.0,0.0,0.0
2026-01-01 00:00:30,STANDBY,1,20.003272681089683,250.75351492820397,24.38034977837395,0.0,0.0,0.0
2026-01-01 00:00:40,STANDBY,1,20.004363574113096,249.87292331263828,25.002284227580283,0.0,0.0,0.0
2026-01-01 00:00:50,STANDBY,1,20.005454466559524,249.87093152152536,24.79850836406131,0.0,0.0,0.0
2026-01-01 00:01:00,STANDBY,1,20.00654535828472,250.77560640775363,24.46997363160821,0.0,0.0,0.0
2026-01-01 00:01:10,STANDBY,1,20.007636249144433,250.36771736457638,24.389122803713704,0.0,0.0,0.0
2026-01-01 00:01:20,STANDBY,1,20.008727138994427,249.74726280703243,24.467754006880394,0.0,0.0,0.0
2026-01-01 00:01:30,STANDBY,1,20.00981802769045,250.2512800217929,24.13276590647623,0.0,0.0,0.0
2026-01-01 00:01:40,STANDBY,1,20.010908915088258,249.74629115359366,24.993953834781777,0.0,0.0,0.0
2026-01-01 00:01:50,STANDBY,1,20.011999801043604,249.74313512321476,24.878466276864252,0.0,0.0,0.0
2026-01-01 00:02:00,STANDBY,1,20.013090685412244,250.0949811357829,24.52393563767494,0.0,0.0,0.0
2026-01-01 00:02:10,STANDBY,1,20.014181568049935,249.01535987767096,24.27766361238621,0.0,0.0,0.0
2026-01-01 00:02:20,STANDBY,1,20.015272448812425,249.10754108374334,24.24225663402285,0.0,0.0,0.0
2026-01-01 00:02:30,STANDBY,1,20.016363327555478,249.68685623537937,24.485958485227773,0.0,0.0,0.0
2026-01-01 00:02:40,STANDBY,1,20.017454204134843,249.45958443983264,24.74347599753376,0.0,0.0,0.0
2026-01-01 00:02:50,STANDBY,1,20.01854507840628,250.12112366629748,24.003033077311382,0.0,0.0,0.0
2026-01-01 00:03:00,STANDBY,1,20.019635950225542,249.5079879622392,23.79733112491376,0.0,0.0,0.0
2026-01-01 00:03:10,STANDBY,1,20.020726819448388,249.25384814933216,24.555780368596814,0.0,0.0,0.0
2026-01-01 00:03:20,STANDBY,1,20.02181768593057,250.69082438446057,23.514649855737023,0.0,0.0,0.0
2026-01-01 00:03:30,STANDBY,1,20.022908549527855,249.84311184975653,23.707953360711716,0.0,0.0,0.0
2026-01-01 00:03:40,STANDBY,1,20.023999410095993,249.98776410234373,23.89659010350334,0.0,0.0,0.0
2026-01-01 00:03:50,STANDBY,1,20.02509026749074,249.23962590689305,23.463061858877424,0.0,0.0,0.0
2026-01-01 00:04:00,STANDBY,1,20.026181121567863,249.67780863773717,24.225786510284404,0.0,0.0,0.0
2026-01-01 00:04:10,STANDBY,1,20.02727197218311,250.00346129485467,24.11056467440136,0.0,0.0,0.0
2026-01-01 00:04:20,STANDBY,1,20.028362819192253,249.3705032112886,23.64280382234466,0.0,0.0,0.0
2026-01-01 00:04:30,STANDBY,1,20.02945366245104,250.13184900917256,24.161268144981996,0.0,0.0,0.0
2026-01-01 00:04:40,STANDBY,1,20.03054450181524,249.64168065504032,24.174703243675683,0.0,0.0,0.0
2026-01-01 00:04:50,STANDBY,1,20.031635337140607,249.79415312510307,23.668881518887375,0.0,0.0,0.0
2026-01-01 00:05:00,STANDBY,1,20.032726168282906,249.637146693885,23.530931194653075,0.0,0.0,0.0
2026-01-01 00:05:10,STANDBY,1,20.033816995097897,250.86213909225415,24.307689109717966,0.0,0.0,0.0
2026-01-01 00:05:20,STANDBY,1,20.034907817441347,249.92725138763072,23.810208041180932,0.0,0.0,0.0
2026-01-01 00:05:30,STANDBY,1,20.035998635169012,249.40314453552173,23.635178281852472,0.0,0.0,0.0
2026-01-01 00:05:40,STANDBY,1,20.037089448136662,250.34127245605126,23.93213275557545,0.0,0.0,0.0
2026-01-01 00:05:50,STANDBY,1,20.038180256200057,249.31757817501415,23.57879927493064,0.0,0.0,0.0
